column_a,code,browser,cldr_short_name
1718,U+1F37D,🍽,fork and knife with plate
1719,U+1F374,🍴,fork and knife
1720,U+1F944,🥄,spoon
1721,U+1F52A,🔪,kitchen knife
1722,U+1F3FA,🏺,amphora
