column_a,code,browser,cldr_short_name
1980,U+1F3AE,🎮,video game
1981,U+1F579,🕹,joystick
1982,U+1F3B2,🎲,game die
1983,U+2660,♠,spade suit
1984,U+2665,♥,heart suit
1985,U+2666,♦,diamond suit
1986,U+2663,♣,club suit
1987,U+1F0CF,🃏,joker
1988,U+1F004,🀄,mahjong red dragon
1989,U+1F3B4,🎴,flower playing cards
