column_a,code,browser,cldr_short_name
2199,U+1F6D0,🛐,place of worship
2200,U+269B,⚛,atom symbol
2201,U+1F549,🕉,om
2202,U+2721,✡,star of David
2203,U+2638,☸,wheel of dharma
2204,U+262F,☯,yin yang
2205,U+271D,✝,latin cross
2206,U+2626,☦,orthodox cross
2207,U+262A,☪,star and crescent
2208,U+262E,☮,peace symbol
2209,U+1F54E,🕎,menorah
2210,U+1F52F,🔯,dotted six-pointed star
