column_a,code,browser,cldr_short_name
96,U+1F63A,😺,grinning cat face
97,U+1F638,😸,grinning cat face with smiling eyes
98,U+1F639,😹,cat face with tears of joy
99,U+1F63B,😻,smiling cat face with heart-eyes
100,U+1F63C,😼,cat face with wry smile
101,U+1F63D,😽,kissing cat face
102,U+1F640,🙀,weary cat face
103,U+1F63F,😿,crying cat face
104,U+1F63E,😾,pouting cat face
