column_a,code,browser,cldr_short_name
2067,U+1F4B0,💰,money bag
2068,U+1F4B4,💴,yen banknote
2069,U+1F4B5,💵,dollar banknote
2070,U+1F4B6,💶,euro banknote
2071,U+1F4B7,💷,pound banknote
2072,U+1F4B8,💸,money with wings
2073,U+1F4B3,💳,credit card
2074,U+1F4B9,💹,chart increasing with yen
2075,U+1F4B1,💱,currency exchange
2076,U+1F4B2,💲,heavy dollar sign
