column_a,code,browser,cldr_short_name
77,U+1F607,😇,smiling face with halo
78,U+1F920,🤠,cowboy hat face
79,U+1F921,🤡,clown face
80,U+1F925,🤥,lying face
84,U+1F913,🤓,nerd face
