column_a,code,browser,cldr_short_name
1569,U+1F40A,🐊,crocodile
1570,U+1F422,🐢,turtle
1571,U+1F98E,🦎,lizard
1572,U+1F40D,🐍,snake
1573,U+1F432,🐲,dragon face
1574,U+1F409,🐉,dragon
