column_a,code,browser,cldr_short_name
2152,U+1F3E7,🏧,ATM sign
2153,U+1F6AE,🚮,litter in bin sign
2154,U+1F6B0,🚰,potable water
2155,U+267F,♿,wheelchair symbol
2156,U+1F6B9,🚹,men’s room
2157,U+1F6BA,🚺,women’s room
2158,U+1F6BB,🚻,restroom
2159,U+1F6BC,🚼,baby symbol
2160,U+1F6BE,🚾,water closet
2161,U+1F6C2,🛂,passport control
2162,U+1F6C3,🛃,customs
2163,U+1F6C4,🛄,baggage claim
2164,U+1F6C5,🛅,left luggage
