column_a,code,browser,cldr_short_name
2120,U+1F512,🔒,locked
2121,U+1F513,🔓,unlocked
2122,U+1F50F,🔏,locked with pen
2123,U+1F510,🔐,locked with key
2124,U+1F511,🔑,key
2125,U+1F5DD,🗝,old key
