column_a,code,browser,cldr_short_name
1827,U+2693,⚓,anchor
1828,U+26F5,⛵,sailboat
1829,U+1F6F6,🛶,canoe
1830,U+1F6A4,🚤,speedboat
1831,U+1F6F3,🛳,passenger ship
1832,U+26F4,⛴,ferry
1833,U+1F6E5,🛥,motor boat
1834,U+1F6A2,🚢,ship
