column_a,code,browser,cldr_short_name
1835,U+2708,✈,airplane
1836,U+1F6E9,🛩,small airplane
1837,U+1F6EB,🛫,airplane departure
1838,U+1F6EC,🛬,airplane arrival
1839,U+1F4BA,💺,seat
1840,U+1F681,🚁,helicopter
1841,U+1F69F,🚟,suspension railway
1842,U+1F6A0,🚠,mountain cableway
1843,U+1F6A1,🚡,aerial tramway
1844,U+1F6F0,🛰,satellite
1845,U+1F680,🚀,rocket
