column_a,code,browser,cldr_short_name
2211,U+2648,♈,Aries
2212,U+2649,♉,Taurus
2213,U+264A,♊,Gemini
2214,U+264B,♋,Cancer
2215,U+264C,♌,Leo
2216,U+264D,♍,Virgo
2217,U+264E,♎,Libra
2218,U+264F,♏,Scorpius
2219,U+2650,♐,Sagittarius
2220,U+2651,♑,Capricorn
2221,U+2652,♒,Aquarius
2222,U+2653,♓,Pisces
2223,U+26CE,⛎,Ophiuchus
