column_a,code,browser,cldr_short_name
1999,U+1F3BC,🎼,musical score
2000,U+1F3B5,🎵,musical note
2001,U+1F3B6,🎶,musical notes
2002,U+1F399,🎙,studio microphone
2003,U+1F39A,🎚,level slider
2004,U+1F39B,🎛,control knobs
2005,U+1F3A4,🎤,microphone
2006,U+1F3A7,🎧,headphone
2007,U+1F4FB,📻,radio
